age,job,marital,education,default,balance,housing,loan,month,duration,campaign,pdays,previous,y
32,services,married,secondary,no,4885,yes,yes,nov,400,2,-1,0,no
31,admin.,married,secondary,no,0,yes,yes,nov,79,3,-1,0,no
48,unemployed,married,primary,no,5462,no,no,jun,29,4,-1,0,no
40,blue-collar,married,secondary,no,6767,yes,no,nov,97,2,-1,0,no
42,technician,divorced,secondary,no,2974,yes,no,may,187,5,-1,0,no
48,technician,married,secondary,no,427,no,no,may,201,1,-1,0,no
38,services,married,secondary,no,8876,no,no,feb,280,1,75,1,no
53,management,married,tertiary,no,146,no,no,may,150,1,-1,0,no
59,retired,divorced,secondary,no,319,no,no,jul,129,1,-1,0,no
28,unemployed,single,secondary,no,304,no,no,jun,516,1,-1,0,no
41,blue-collar,married,primary,no,389,yes,no,jun,127,2,-1,0,no
50,management,single,primary,no,766,no,no,jun,174,2,-1,0,no
31,admin.,married,secondary,no,0,yes,no,jul,82,5,-1,0,no
30,technician,single,secondary,no,3107,yes,no,jun,1516,2,-1,0,no
59,admin.,divorced,secondary,no,174,yes,no,may,204,1,-1,0,no
33,technician,divorced,secondary,yes,-305,no,yes,may,109,1,-1,0,no
35,self-employed,married,secondary,no,670,no,no,jul,378,1,-1,0,no
30,management,single,tertiary,no,6164,yes,no,may,152,11,-1,0,no
71,retired,married,secondary,no,2850,no,no,feb,185,1,-1,0,yes
30,services,single,primary,no,79,yes,no,may,317,1,-1,0,no
24,services,married,secondary,yes,110,yes,no,may,27,1,-1,0,no
34,technician,single,secondary,no,5039,no,no,nov,205,6,-1,0,no
34,blue-collar,married,secondary,no,360,yes,no,nov,46,1,182,2,no
52,admin.,married,secondary,no,199,no,no,jan,978,2,189,1,no
33,self-employed,single,secondary,no,238,yes,yes,feb,45,5,-1,0,no
38,blue-collar,married,secondary,no,5092,yes,no,jun,145,6,-1,0,no
41,admin.,divorced,secondary,no,1088,yes,no,jan,138,1,-1,0,no
42,management,divorced,tertiary,no,221,yes,no,may,720,2,-1,0,no
38,blue-collar,divorced,secondary,no,889,no,yes,jun,362,1,-1,0,no
48,blue-collar,married,primary,no,750,yes,no,may,90,6,-1,0,no
34,technician,single,secondary,no,0,yes,yes,may,214,1,-1,0,no
46,blue-collar,married,primary,no,1291,yes,no,may,142,3,259,17,no
33,technician,married,secondary,no,1844,yes,no,may,241,3,-1,0,no
40,management,married,tertiary,no,89,yes,yes,feb,148,6,-1,0,no
36,admin.,married,secondary,no,4280,no,no,jun,227,6,-1,0,no
32,technician,single,secondary,no,0,no,no,aug,126,2,-1,0,no
33,blue-collar,married,secondary,no,625,yes,no,may,410,1,-1,0,no
55,technician,married,unknown,no,574,yes,no,jan,243,2,-1,0,no
58,management,married,primary,no,320,yes,no,may,171,2,-1,0,no
25,technician,single,tertiary,no,468,yes,no,may,147,1,-1,0,no
47,services,married,secondary,no,440,yes,no,jun,91,1,-1,0,no
40,unemployed,married,secondary,no,0,yes,no,nov,332,1,183,1,no
59,retired,married,secondary,no,5706,yes,no,jul,471,2,-1,0,no
40,management,married,tertiary,no,7780,no,no,may,364,1,355,1,no
30,management,married,secondary,no,-559,yes,yes,may,98,1,167,2,no
25,entrepreneur,single,tertiary,no,16874,yes,yes,may,117,2,-1,0,no
58,retired,married,primary,no,1987,no,no,jul,185,4,-1,0,no
39,entrepreneur,married,unknown,no,98,yes,no,may,59,3,367,1,no
40,self-employed,married,tertiary,no,642,no,no,nov,147,3,-1,0,no
38,blue-collar,married,secondary,no,526,yes,yes,may,553,2,-1,0,no
66,management,single,tertiary,no,6483,no,no,aug,275,1,-1,0,no
47,management,married,tertiary,no,2306,no,no,aug,239,4,-1,0,yes
37,blue-collar,married,secondary,no,954,yes,no,jun,402,9,-1,0,no
36,management,single,tertiary,no,-679,yes,yes,may,172,1,93,1,no
50,blue-collar,married,primary,no,-1,no,no,aug,195,2,-1,0,no
76,retired,married,primary,no,2590,no,no,feb,68,12,-1,0,no
58,management,single,tertiary,no,331,no,yes,jul,82,3,-1,0,no
42,admin.,married,secondary,no,4209,yes,no,jun,57,6,-1,0,no
58,services,divorced,secondary,no,462,no,no,nov,495,1,93,1,yes
28,self-employed,single,tertiary,no,0,yes,no,jul,479,1,-1,0,no
41,technician,married,secondary,no,0,no,no,aug,141,2,-1,0,no
30,management,married,tertiary,no,151,no,no,aug,82,4,-1,0,no
32,management,divorced,tertiary,no,883,yes,no,dec,798,1,185,5,yes
27,services,single,secondary,no,266,no,yes,jul,232,1,-1,0,no
48,management,married,tertiary,no,0,no,no,aug,60,5,-1,0,no
36,technician,married,tertiary,no,491,yes,no,may,103,3,-1,0,no
54,management,married,tertiary,no,3,no,yes,jul,443,1,-1,0,no
36,blue-collar,married,secondary,no,198,yes,no,may,400,2,-1,0,no
52,housemaid,married,secondary,no,14363,no,no,jun,132,1,-1,0,no
34,technician,divorced,secondary,no,0,yes,yes,aug,374,16,-1,0,no
43,technician,married,secondary,no,136,no,no,aug,363,7,-1,0,yes
32,management,single,tertiary,no,28,no,no,aug,111,2,-1,0,no
33,management,single,tertiary,no,335,no,no,aug,130,4,-1,0,no
51,housemaid,married,unknown,no,174,no,no,jul,308,3,-1,0,no
39,unemployed,married,secondary,no,270,yes,no,jun,116,1,-1,0,no
44,management,single,tertiary,no,1206,no,no,jul,160,2,-1,0,no
49,housemaid,divorced,primary,no,198,yes,no,may,205,3,-1,0,no
25,technician,married,tertiary,no,914,yes,no,may,185,2,-1,0,no
39,self-employed,married,secondary,no,31,yes,no,nov,61,2,181,4,no
54,technician,married,secondary,no,0,no,no,aug,159,2,106,6,no
32,management,single,tertiary,no,347,yes,no,may,213,1,264,6,no
36,management,married,tertiary,no,860,yes,no,may,294,15,-1,0,no
54,technician,married,secondary,no,89,yes,no,jul,140,3,-1,0,no
31,technician,married,secondary,no,0,yes,yes,jan,71,1,223,9,no
45,services,married,secondary,no,0,no,yes,jul,47,7,-1,0,no
31,admin.,single,secondary,no,68,yes,no,apr,570,2,-1,0,no
45,technician,married,secondary,no,-149,yes,no,jul,287,2,-1,0,no
33,services,divorced,secondary,no,2411,yes,no,oct,130,1,161,1,yes
46,management,divorced,tertiary,no,225,yes,no,may,201,1,345,1,no
43,unknown,single,tertiary,no,2731,no,no,nov,11,7,-1,0,no
50,management,married,tertiary,no,112,yes,no,nov,70,5,85,5,no
44,management,divorced,tertiary,no,0,no,no,aug,54,2,-1,0,no
42,services,married,secondary,no,3620,yes,no,may,22,16,-1,0,no
26,blue-collar,single,secondary,no,179,no,no,jul,103,3,-1,0,no
47,admin.,single,secondary,no,1544,yes,no,apr,104,1,312,1,no
48,blue-collar,married,primary,no,199,no,no,aug,29,2,-1,0,no
60,blue-collar,married,unknown,no,231,yes,no,may,57,2,-1,0,no
27,admin.,divorced,secondary,no,76,yes,no,jun,236,1,-1,0,no
30,unemployed,single,tertiary,no,302,no,no,feb,528,3,-1,0,yes
28,admin.,single,secondary,no,189,yes,no,jul,68,2,-1,0,no
58,retired,married,primary,no,565,no,no,jul,876,1,-1,0,yes
37,entrepreneur,married,tertiary,no,310,no,no,sep,76,1,-1,0,no
36,services,married,secondary,no,1746,yes,no,may,99,1,-1,0,no
39,technician,married,secondary,no,6,yes,no,may,122,3,357,4,no
52,unemployed,married,primary,no,-110,no,yes,jan,141,1,-1,0,no
55,retired,married,secondary,no,2749,yes,yes,may,58,2,-1,0,no
30,management,single,tertiary,no,6495,no,no,mar,78,3,-1,0,no
36,blue-collar,single,secondary,no,35,yes,no,jun,435,3,-1,0,no
39,admin.,married,secondary,no,-650,no,no,may,123,2,364,1,no
47,blue-collar,married,primary,no,292,no,yes,jul,210,3,-1,0,no
42,housemaid,single,primary,no,5774,yes,no,may,54,2,-1,0,no
42,management,married,secondary,no,2416,yes,no,may,138,4,-1,0,no
58,retired,married,secondary,no,35,no,no,jul,336,7,-1,0,no
68,retired,married,secondary,no,19317,yes,no,aug,249,1,-1,0,yes
43,technician,married,secondary,no,50,no,no,may,63,1,-1,0,no
44,blue-collar,married,secondary,no,-674,yes,no,may,257,1,-1,0,no
49,technician,married,tertiary,no,3726,no,no,aug,875,2,-1,0,yes
57,retired,married,tertiary,no,1180,yes,yes,may,191,2,-1,0,no
61,self-employed,divorced,tertiary,no,6610,no,no,feb,481,2,-1,0,yes
36,admin.,single,secondary,no,319,yes,no,may,120,2,-1,0,no
31,blue-collar,married,secondary,no,1545,yes,yes,may,207,1,-1,0,no
51,technician,married,tertiary,no,1315,no,no,jun,303,2,-1,0,no
31,technician,single,tertiary,no,424,no,no,aug,93,2,-1,0,no
56,blue-collar,married,primary,no,151,no,no,feb,128,1,-1,0,no
30,technician,single,tertiary,no,-970,no,yes,aug,194,2,-1,0,no
38,services,married,secondary,no,-762,yes,yes,may,408,2,-1,0,no
35,services,married,secondary,no,181,yes,no,jul,5,3,-1,0,no
31,blue-collar,married,unknown,no,-120,yes,no,jul,231,2,-1,0,no
39,admin.,divorced,secondary,no,1022,yes,no,jun,20,3,-1,0,no
50,management,married,tertiary,no,78,yes,no,jan,218,3,161,9,no
39,technician,married,tertiary,no,209,no,no,jul,36,2,-1,0,no
26,admin.,married,secondary,no,2469,no,no,jul,136,8,-1,0,no
55,technician,married,secondary,no,0,no,no,nov,336,1,-1,0,no
43,blue-collar,divorced,primary,no,328,no,yes,jul,192,1,-1,0,no
34,housemaid,married,tertiary,no,0,no,no,may,141,1,188,1,no
51,self-employed,married,primary,no,307,yes,yes,jun,65,2,-1,0,no
31,management,married,tertiary,no,1384,yes,no,jan,203,2,2,3,no
32,management,married,tertiary,no,0,no,no,aug,104,9,-1,0,no
53,technician,married,secondary,no,719,yes,no,may,230,1,-1,0,no
44,management,divorced,tertiary,no,0,no,no,aug,71,1,-1,0,no
38,entrepreneur,married,tertiary,no,6704,yes,no,may,205,2,-1,0,no
47,self-employed,married,tertiary,no,4543,yes,no,may,162,1,-1,0,no
36,management,married,tertiary,no,0,yes,no,may,145,2,-1,0,no
30,management,single,tertiary,no,149,yes,no,jun,220,2,-1,0,no
46,blue-collar,married,secondary,no,-1400,yes,no,may,309,3,355,4,no
33,entrepreneur,married,secondary,no,-118,yes,yes,may,421,3,-1,0,no
43,blue-collar,married,secondary,no,2160,no,no,sep,261,1,98,1,yes
38,management,married,tertiary,no,3452,no,no,aug,132,2,-1,0,no
27,technician,single,secondary,no,842,no,no,jul,273,1,91,1,no
38,management,married,unknown,no,3576,no,no,nov,349,2,183,1,yes
41,unemployed,married,tertiary,no,1666,no,no,jun,291,3,-1,0,no
29,technician,married,secondary,no,0,yes,no,jul,83,6,-1,0,no
39,services,married,secondary,no,0,yes,no,may,793,2,-1,0,no
42,blue-collar,single,primary,no,1628,yes,no,feb,119,1,195,8,no
47,services,married,secondary,no,51,yes,yes,may,312,1,-1,0,no
30,blue-collar,single,secondary,yes,447,no,no,may,103,6,-1,0,no
34,admin.,married,secondary,no,396,yes,no,jul,101,3,-1,0,no
45,housemaid,married,primary,no,4994,no,no,jun,48,1,-1,0,no
43,admin.,married,secondary,no,3215,yes,no,jul,228,3,-1,0,no
59,blue-collar,married,primary,no,2814,no,no,jun,81,3,-1,0,no
50,technician,married,secondary,no,0,no,no,jul,152,2,-1,0,no
39,blue-collar,married,secondary,no,293,yes,no,may,160,3,-1,0,no
36,technician,married,secondary,no,474,yes,no,may,59,1,-1,0,no
44,blue-collar,married,secondary,no,16178,yes,no,nov,297,1,-1,0,no
36,technician,married,tertiary,no,0,no,no,aug,147,2,-1,0,no
27,management,single,tertiary,no,88,no,no,may,143,1,-1,0,no
29,services,married,secondary,no,308,yes,no,may,75,1,-1,0,no
70,retired,married,secondary,no,1164,no,no,may,338,3,185,2,no
44,management,married,tertiary,no,13893,no,no,jun,29,2,-1,0,no
55,management,married,tertiary,no,0,yes,no,may,159,2,-1,0,no
36,technician,divorced,secondary,no,-435,yes,no,jun,85,8,-1,0,no
28,technician,single,secondary,no,389,yes,no,may,15,7,-1,0,no
50,management,divorced,tertiary,no,356,no,no,may,198,2,358,5,no
49,technician,married,secondary,no,2718,no,no,may,114,2,-1,0,no
71,retired,divorced,tertiary,no,261,no,no,aug,1117,2,-1,0,no
31,admin.,single,secondary,no,757,no,no,feb,343,2,-1,0,no
45,management,single,tertiary,no,16,no,no,jul,59,2,-1,0,no
42,blue-collar,married,secondary,no,-422,no,no,jul,31,1,-1,0,no
45,admin.,married,secondary,no,248,no,no,jul,212,2,-1,0,no
47,technician,married,primary,no,145,yes,no,may,157,6,-1,0,no
60,retired,divorced,secondary,no,598,no,yes,jul,96,1,-1,0,no
35,management,married,tertiary,no,949,yes,no,may,245,2,-1,0,no
31,technician,single,tertiary,no,614,no,no,aug,72,4,-1,0,no
33,blue-collar,married,primary,no,1209,yes,no,apr,700,1,-1,0,no
50,self-employed,married,tertiary,no,202,yes,no,apr,107,1,148,4,no
51,blue-collar,married,secondary,no,1840,yes,no,aug,312,3,-1,0,no
34,technician,married,secondary,no,114,yes,yes,jun,153,1,309,3,no
56,services,married,secondary,no,-229,no,yes,jul,55,10,-1,0,no
29,services,married,secondary,no,182,yes,no,may,38,3,-1,0,no
31,blue-collar,married,secondary,no,401,no,no,aug,96,3,-1,0,no
44,technician,divorced,unknown,no,759,yes,no,may,397,1,-1,0,no
55,retired,married,secondary,no,4194,no,yes,jul,208,3,-1,0,no
35,student,single,unknown,no,0,no,no,jan,122,3,-1,0,no
36,technician,married,tertiary,no,629,yes,yes,dec,109,1,246,1,no
54,retired,married,secondary,no,153,yes,yes,may,74,1,-1,0,no
32,management,married,tertiary,no,553,yes,no,jul,72,1,-1,0,no
36,management,divorced,tertiary,no,1057,no,no,feb,383,2,-1,0,no
60,retired,married,secondary,no,78,yes,no,may,113,3,-1,0,no
32,technician,single,secondary,no,-28,no,yes,jul,400,1,-1,0,no
57,management,married,tertiary,no,929,no,no,aug,387,8,-1,0,no
34,blue-collar,married,primary,no,428,yes,no,may,59,2,-1,0,no
27,student,single,secondary,no,268,yes,no,may,528,1,358,2,no
52,management,single,tertiary,no,83,no,no,aug,1223,6,-1,0,yes
45,admin.,divorced,unknown,no,998,yes,no,jul,38,2,-1,0,no
58,admin.,single,secondary,no,2223,no,no,dec,1139,2,114,1,no
39,blue-collar,single,primary,no,6,yes,no,nov,286,2,-1,0,no
48,blue-collar,single,secondary,no,312,yes,yes,feb,369,2,-1,0,no
36,management,single,secondary,no,0,no,no,aug,333,5,-1,0,no
31,technician,single,secondary,no,691,yes,no,may,198,1,-1,0,no
41,management,married,tertiary,no,771,yes,no,aug,106,8,-1,0,no
30,self-employed,single,secondary,no,192,no,no,jul,423,1,-1,0,no
57,retired,married,tertiary,no,0,no,no,aug,116,4,-1,0,no
29,admin.,single,secondary,no,1070,yes,no,may,30,1,357,1,yes
29,services,divorced,secondary,no,84,yes,no,apr,1101,2,-1,0,yes
30,management,single,tertiary,no,2,no,no,jun,102,1,85,1,no
44,management,married,tertiary,no,1242,yes,no,aug,384,6,-1,0,no
33,student,single,unknown,no,5969,no,no,sep,156,2,127,8,no
56,admin.,divorced,secondary,no,3337,yes,no,nov,99,3,-1,0,no
26,services,single,secondary,no,1347,no,no,jun,280,6,92,5,yes
52,technician,married,secondary,no,64,no,no,aug,20,2,-1,0,no
32,management,single,secondary,no,249,yes,no,jun,258,1,-1,0,no
36,technician,single,secondary,no,0,no,no,aug,85,6,-1,0,no
26,blue-collar,married,secondary,no,128,no,no,jul,355,1,-1,0,no
37,blue-collar,married,secondary,no,196,yes,no,jun,66,3,-1,0,no
34,technician,married,secondary,no,351,yes,no,jul,467,1,-1,0,no
26,services,single,secondary,no,5533,yes,no,may,582,2,283,4,no
32,services,married,secondary,no,38,yes,no,may,744,1,-1,0,yes
30,management,single,tertiary,yes,35,no,no,jul,185,4,-1,0,no
27,technician,single,secondary,no,235,yes,no,may,13,5,-1,0,no
42,admin.,single,secondary,no,30,yes,no,feb,98,1,266,3,no
33,blue-collar,single,primary,no,92,yes,no,may,127,1,-1,0,no
37,blue-collar,married,secondary,no,67,no,no,jun,45,2,-1,0,no
45,blue-collar,married,secondary,no,4022,yes,no,jan,244,3,-1,0,no
36,entrepreneur,married,tertiary,no,3057,no,no,jun,2769,4,-1,0,yes
39,management,single,tertiary,no,0,yes,no,may,561,4,369,3,no
33,management,single,tertiary,no,349,no,no,aug,182,1,-1,0,no
47,services,married,secondary,no,2322,no,no,aug,618,1,-1,0,no
49,entrepreneur,married,secondary,no,167,yes,yes,may,198,3,-1,0,no
46,management,divorced,secondary,no,558,no,no,aug,126,6,-1,0,no
31,services,married,secondary,no,-230,yes,yes,jul,715,1,-1,0,no
43,unemployed,divorced,secondary,no,4094,yes,no,nov,63,1,-1,0,no
30,blue-collar,single,secondary,yes,239,yes,no,may,412,1,-1,0,yes
43,management,divorced,tertiary,no,497,no,no,may,66,1,363,22,no
42,blue-collar,married,secondary,no,179,yes,no,nov,96,1,-1,0,no
30,admin.,single,tertiary,no,305,no,no,apr,633,1,85,2,yes
33,management,single,tertiary,no,-67,yes,no,may,364,1,-1,0,no
41,admin.,married,secondary,no,4539,no,no,may,298,3,-1,0,no
29,blue-collar,single,secondary,no,770,yes,no,apr,341,1,-1,0,no
38,unemployed,married,secondary,no,-673,yes,no,may,364,1,-1,0,no
29,technician,married,tertiary,no,858,yes,no,jun,234,7,330,1,no
80,housemaid,married,primary,no,0,no,no,feb,639,1,189,1,yes
38,management,single,tertiary,no,5244,no,no,aug,310,4,-1,0,no
36,blue-collar,divorced,primary,no,117,yes,no,jun,123,4,-1,0,no
38,self-employed,married,tertiary,no,846,no,no,jun,253,1,-1,0,no
44,management,married,secondary,yes,0,yes,no,jul,96,2,-1,0,no
31,management,married,tertiary,no,1331,no,no,apr,297,1,86,3,yes
31,services,single,secondary,no,31,yes,yes,may,501,2,-1,0,no
57,admin.,divorced,primary,no,179,yes,no,may,67,1,368,2,no
37,blue-collar,married,primary,no,543,yes,no,may,281,1,-1,0,no
50,blue-collar,married,secondary,no,253,yes,yes,may,475,2,-1,0,no
60,retired,married,primary,no,71188,no,no,oct,205,1,-1,0,no
51,management,married,tertiary,no,5108,yes,no,oct,272,1,102,8,no
48,blue-collar,married,secondary,no,1738,yes,no,apr,349,1,-1,0,no
42,blue-collar,married,primary,no,-97,yes,no,feb,216,4,271,5,no
36,blue-collar,married,secondary,no,199,yes,no,jul,183,1,-1,0,no
43,management,married,tertiary,no,489,yes,no,may,130,1,172,2,no
31,admin.,married,primary,no,355,yes,yes,jun,61,6,-1,0,no
49,technician,single,secondary,no,-97,yes,no,jun,92,2,-1,0,no
35,management,divorced,tertiary,no,473,no,yes,aug,37,2,-1,0,no
44,entrepreneur,married,secondary,no,6649,yes,no,nov,354,2,-1,0,no
34,self-employed,married,tertiary,no,263,no,no,may,203,1,78,8,no
46,blue-collar,married,secondary,no,781,no,no,may,152,1,-1,0,no
49,blue-collar,married,primary,no,1032,yes,no,jun,41,5,-1,0,no
32,blue-collar,married,secondary,no,119,no,no,may,20,5,-1,0,no
35,management,divorced,tertiary,no,434,yes,no,may,277,1,271,2,no
51,admin.,married,secondary,no,2967,no,no,jun,83,2,-1,0,no
57,retired,divorced,secondary,no,-331,yes,no,may,531,1,-1,0,no
59,management,married,tertiary,no,1585,no,no,aug,91,5,-1,0,no
40,services,divorced,unknown,no,4384,yes,no,may,315,1,-1,0,no
49,management,single,tertiary,no,588,no,no,aug,70,9,-1,0,no
51,management,married,secondary,no,3180,yes,no,jul,384,1,-1,0,no
35,admin.,married,secondary,yes,0,no,yes,jul,105,3,-1,0,no
29,self-employed,married,secondary,no,-76,yes,no,may,305,2,-1,0,no
32,services,single,secondary,no,152,yes,no,may,158,2,-1,0,yes
37,housemaid,divorced,secondary,no,1040,yes,no,may,199,1,173,2,no
49,unemployed,married,primary,no,-384,yes,no,may,25,1,-1,0,no
45,technician,married,unknown,no,473,yes,no,may,147,1,-1,0,no
34,technician,single,secondary,no,475,yes,no,jul,538,8,-1,0,no
53,technician,married,secondary,no,0,no,no,aug,77,9,-1,0,no
42,entrepreneur,married,primary,no,149,no,no,aug,94,2,-1,0,no
43,technician,married,secondary,no,3285,yes,no,may,1721,2,-1,0,yes
52,retired,married,secondary,no,424,no,no,nov,143,1,154,3,no
34,blue-collar,single,secondary,no,79,no,yes,nov,104,1,-1,0,no
34,technician,divorced,tertiary,no,674,yes,no,aug,587,2,-1,0,yes
27,services,married,secondary,no,0,yes,no,jul,1608,13,-1,0,yes
43,unemployed,married,tertiary,no,58,yes,no,feb,48,4,-1,0,no
41,technician,married,tertiary,no,532,yes,no,jul,74,1,-1,0,no
72,retired,married,secondary,no,4130,no,no,nov,427,1,-1,0,no
35,blue-collar,married,primary,no,422,yes,no,may,73,1,-1,0,no
41,management,married,tertiary,no,437,yes,no,jun,14,21,-1,0,no
36,blue-collar,divorced,primary,no,-308,yes,no,may,725,1,-1,0,yes
51,housemaid,married,primary,no,30,yes,no,jul,333,2,-1,0,no
37,self-employed,married,tertiary,no,137,no,no,aug,244,6,-1,0,no
42,admin.,single,secondary,no,-247,yes,yes,oct,519,1,166,1,yes
26,admin.,single,secondary,no,321,yes,no,jul,242,7,-1,0,no
23,services,single,secondary,no,250,yes,no,may,222,1,-1,0,no
50,management,married,tertiary,no,-470,yes,no,nov,130,2,160,1,no
37,blue-collar,married,secondary,no,140,yes,yes,may,490,1,-1,0,no
35,management,married,tertiary,no,2793,no,no,nov,258,2,-1,0,no
37,management,married,tertiary,no,410,no,no,jan,337,2,-1,0,no
79,retired,divorced,unknown,no,2628,no,no,jul,220,7,450,2,no
39,technician,married,secondary,no,116,no,no,aug,79,2,94,2,no
47,services,married,secondary,no,0,yes,no,jul,250,1,-1,0,no
44,blue-collar,married,secondary,no,878,yes,no,jun,130,1,-1,0,no
36,management,single,tertiary,no,2944,no,no,aug,882,8,-1,0,yes
33,blue-collar,single,secondary,no,3975,yes,yes,apr,515,1,150,1,no
42,services,married,secondary,no,96,yes,no,may,238,3,340,2,no
35,technician,single,tertiary,no,2288,no,no,may,32,2,-1,0,no
31,blue-collar,married,secondary,no,472,yes,no,may,907,2,-1,0,no
58,services,married,primary,no,65,no,no,jun,162,1,-1,0,no
46,management,married,tertiary,no,0,no,no,may,70,2,-1,0,no
41,admin.,single,secondary,no,400,yes,no,jun,99,6,-1,0,no
58,technician,married,secondary,no,7495,yes,no,may,325,1,-1,0,no
33,blue-collar,married,secondary,no,137,no,yes,jul,305,12,-1,0,no
31,unemployed,married,secondary,no,24,yes,no,nov,631,1,-1,0,no
55,technician,divorced,secondary,no,3450,no,no,feb,169,1,183,1,yes
38,technician,single,secondary,no,311,yes,no,may,61,2,-1,0,no
55,housemaid,married,secondary,no,139,no,no,aug,256,2,-1,0,no
47,management,single,tertiary,no,0,no,no,jun,58,3,-1,0,no
51,housemaid,married,primary,no,492,yes,no,may,142,3,-1,0,no
46,management,single,tertiary,no,334,yes,no,may,36,6,90,2,no
61,management,married,tertiary,no,997,no,no,mar,106,1,-1,0,yes
47,management,single,tertiary,no,440,no,no,aug,71,4,-1,0,no
34,technician,married,secondary,no,47,no,no,aug,132,6,-1,0,no
34,blue-collar,married,secondary,no,1298,yes,no,may,120,1,-1,0,no
41,management,divorced,tertiary,no,3355,no,no,oct,181,2,500,1,no
36,blue-collar,divorced,secondary,no,-11,no,no,jun,152,2,-1,0,no
26,blue-collar,single,secondary,no,396,yes,no,may,302,1,-1,0,no
35,management,married,tertiary,no,8,no,no,apr,93,3,-1,0,yes
36,blue-collar,married,secondary,no,1409,no,no,jun,235,2,-1,0,no
26,management,single,tertiary,no,170,no,no,jun,129,1,-1,0,yes
58,management,married,primary,no,2769,yes,no,jul,94,2,-1,0,no
50,blue-collar,married,secondary,no,2320,yes,no,apr,310,1,-1,0,no
61,retired,married,secondary,no,76,yes,no,jul,195,7,-1,0,no
28,technician,single,secondary,no,2034,yes,no,may,196,1,-1,0,no
49,blue-collar,single,primary,no,3018,yes,no,may,93,1,-1,0,no
74,retired,married,secondary,no,921,no,no,apr,394,2,-1,0,yes
53,blue-collar,married,secondary,no,483,yes,no,feb,288,3,-1,0,no
46,self-employed,married,secondary,no,390,yes,no,jul,208,2,-1,0,no
47,management,married,tertiary,no,0,no,no,oct,508,1,-1,0,yes
42,blue-collar,single,primary,no,92,no,no,jul,86,2,-1,0,no
56,services,married,secondary,no,22196,yes,no,nov,189,1,-1,0,no
42,technician,married,secondary,no,2,no,no,may,249,2,-1,0,no
49,housemaid,married,primary,no,249,yes,no,nov,450,1,-1,0,no
43,unemployed,single,unknown,no,3274,yes,no,may,680,1,95,1,no
39,services,married,secondary,no,5731,yes,no,may,175,2,-1,0,no
66,retired,married,primary,no,206,no,no,feb,479,1,-1,0,yes
30,technician,single,tertiary,no,2325,no,no,apr,270,3,241,4,no
38,management,single,tertiary,no,0,no,no,jul,164,1,-1,0,no
31,blue-collar,married,secondary,no,1664,yes,no,apr,158,1,182,1,no
32,technician,married,secondary,no,3333,no,no,aug,50,4,-1,0,no
48,technician,married,secondary,no,7020,no,no,aug,80,2,-1,0,no
34,admin.,married,tertiary,no,37,no,no,feb,45,1,-1,0,no
28,student,single,secondary,no,28,no,no,jan,220,2,-1,0,no
40,admin.,single,secondary,no,1670,yes,no,jun,161,2,-1,0,no
36,entrepreneur,married,secondary,no,134,no,no,may,98,1,-1,0,no
52,retired,married,secondary,no,603,no,yes,jun,79,1,-1,0,no
46,admin.,married,primary,no,276,yes,yes,may,157,2,-1,0,no
25,technician,single,secondary,no,2157,yes,no,jul,339,1,-1,0,no
52,blue-collar,married,secondary,no,161,yes,no,may,274,2,-1,0,no
40,blue-collar,married,primary,no,3658,yes,no,may,977,1,-1,0,no
26,management,divorced,tertiary,yes,-402,no,yes,may,127,2,-1,0,no
26,blue-collar,single,primary,no,3342,yes,no,jun,329,4,-1,0,no
35,self-employed,single,secondary,no,1732,no,no,nov,1441,3,-1,0,no
40,admin.,single,secondary,no,263,yes,no,may,231,1,-1,0,no
31,management,married,tertiary,no,623,yes,no,may,96,2,349,5,no
32,admin.,married,secondary,no,3540,yes,no,may,213,1,178,1,no
33,admin.,married,secondary,no,95,yes,no,apr,335,1,-1,0,yes
53,services,divorced,secondary,no,765,yes,no,may,959,3,174,7,yes
46,technician,divorced,secondary,no,-824,yes,no,aug,429,3,-1,0,yes
28,management,single,tertiary,no,5549,no,no,jul,383,6,-1,0,no
31,blue-collar,married,secondary,no,191,yes,no,jun,40,1,-1,0,no
44,blue-collar,married,primary,no,420,yes,no,may,110,2,-1,0,no
35,admin.,married,secondary,no,0,no,no,may,326,1,-1,0,no
50,technician,divorced,unknown,no,2706,yes,no,may,179,3,-1,0,no
32,technician,married,secondary,yes,4,yes,yes,aug,132,8,-1,0,no
51,admin.,married,secondary,no,423,yes,yes,oct,95,1,-1,0,no
51,management,married,tertiary,no,-892,yes,yes,aug,248,2,-1,0,no
31,blue-collar,married,unknown,no,-120,yes,no,feb,100,3,201,2,no
41,admin.,divorced,secondary,no,-365,yes,no,may,226,10,-1,0,no
57,technician,married,tertiary,no,27069,no,yes,jun,174,3,-1,0,no
34,management,single,tertiary,no,8038,yes,no,apr,29,3,152,1,no
47,technician,married,secondary,no,-938,yes,no,may,176,2,-1,0,no
47,admin.,divorced,secondary,no,1139,yes,no,jul,106,2,-1,0,no
36,self-employed,married,secondary,no,189,yes,no,nov,136,1,120,1,no
29,housemaid,single,tertiary,no,19,no,no,feb,110,2,64,2,yes
39,technician,married,secondary,no,3663,no,no,aug,230,3,-1,0,no
53,blue-collar,single,unknown,no,0,no,no,may,140,7,-1,0,no
47,blue-collar,married,secondary,yes,-614,yes,no,may,118,2,-1,0,no
51,technician,divorced,secondary,no,2323,yes,yes,aug,151,10,-1,0,no
